   5.0821931e-01  -2.6881275e-01
  -4.8112970e-01   4.0552633e-02
   4.4094777e-01  -4.1712003e-02
  -8.7987236e-01  -3.4901859e-01
   6.8792475e-02   3.5511586e-01
  -1.6036507e+00  -4.6288985e-03
  -3.9447033e-01   1.6086561e-01
   3.6963841e-01  -2.1492859e-01
  -2.5680375e-01  -1.9666782e-01
   9.8924452e-01   9.4308829e-02
  -5.0502373e-01   3.2044223e-02
  -1.8601689e+00   5.5446487e-01
  -9.8530923e-01  -8.2531703e-02
   8.4451871e-01   6.6376622e-01
  -9.0579191e-02   4.5255773e-01
   3.0337890e-01  -5.8352358e-01
   7.5535978e-01  -5.0416283e-01
  -1.6963414e+00  -1.7206024e-01
  -5.1574313e-01  -5.5744958e-02
  -5.6344138e-01   2.6802347e-03
  -8.1450977e-01   2.5108497e-01
  -1.4566549e-01  -2.1668120e-01
   1.2168106e+00  -2.1644714e-01
  -3.0751011e-02  -6.0354300e-02
   9.8195839e-01  -6.1392483e-03
  -5.5696384e-01   8.3667000e-02
   6.0195892e-03   3.1748844e-01
  -6.2631444e-01   1.8650198e-01
   4.6955085e-01  -5.2518459e-01
  -2.0096590e-01   2.0920427e-01
   3.8410866e-01   2.4344576e-01
   5.3452403e-01   1.9090348e-01
  -6.2656957e-02   3.9302410e-01
   7.1133809e-01   9.8129255e-02
   1.8474300e+00  -2.0189795e-01
   4.1971094e-01  -4.4798250e-02
  -9.4298592e-03  -7.3470533e-01
   7.3051265e-01   1.4198568e-01
   4.4752543e-02   3.5083697e-02
  -8.8565592e-01  -1.7733115e-01
   3.8839817e-01  -1.9641230e-01
  -4.0040590e-03  -3.2419856e-01
  -2.2097429e-01  -1.4319260e-02
   1.0211620e+00   1.1380336e-01
   1.4907205e+00  -9.9108314e-02
  -4.1804744e-01  -1.4996948e-01
   8.2739558e-02  -1.0793582e-02
  -6.4611930e-01  -5.2428099e-02
   5.4435087e-01  -2.8717952e-01
  -1.8916719e+00   3.8776437e-01
   7.9209190e-01   1.3227289e-01
   1.7511930e-01   3.8428228e-01
   2.0932997e-01  -1.4931894e-01
   9.7075560e-01  -3.3561499e-01
  -2.1973359e-01   2.4229489e-01
  -1.0650756e-01   1.2359874e-02
  -1.0164002e+00  -2.2686258e-01
  -1.3308852e+00  -2.6738744e-02
  -5.6284341e-01  -6.0265510e-01
   2.2470439e-01   3.2517541e-01
  -4.3296746e-01  -2.9435717e-01
  -1.0668246e+00  -2.0654659e-01
   8.5814901e-01   4.0184384e-01
  -5.6966836e-01  -2.7277295e-01
  -9.0284490e-03  -1.2385732e-01
  -6.5362336e-04  -1.5184896e-01
  -1.9954903e-01   4.8592434e-01
   3.1726025e-01   2.4270213e-02
  -2.1121068e-01  -3.2431695e-01
  -1.3312087e+00  -3.3735534e-01
  -8.2318008e-01   5.2070290e-01
   1.9447576e-01   5.8123758e-01
  -1.0052721e+00   4.9052047e-01
  -2.7774655e-01  -3.7678205e-01
  -7.5309775e-01  -6.4061252e-02
  -9.3964823e-01  -5.9679614e-02
  -8.1691335e-01   9.2249753e-02
  -3.2133339e-01  -1.7169764e-01
   1.3893253e-01  -2.9329451e-01
  -9.2894795e-02  -1.3404282e-01
   8.5129532e-01   3.2462757e-01
  -1.9630904e-01   7.1179438e-01
  -1.2140313e+00   6.8786501e-02
   7.7873273e-03  -7.9986941e-02
   5.7098292e-02   2.1050165e-01
   2.5322865e-01  -1.4627715e-01
   3.9986053e-01   5.5874392e-01
   1.0224673e+00   3.3205533e-01
  -4.3825292e-01  -3.6826972e-01
   2.0864672e-01  -2.0096553e-01
  -1.0541337e-02   4.0227884e-01
  -4.6421120e-01   1.1642499e-01
   1.7090467e+00   1.1791768e-01
  -2.0609369e-01  -5.1220007e-01
  -1.1276228e+00   6.8357593e-02
   1.4160807e+00   2.0568986e-01
   2.6043679e-01  -1.9103703e-01
  -8.9523166e-01  -3.0078167e-01
   4.9628011e-01  -5.5686202e-02
   1.0158255e+00  -3.1620981e-01
  -2.1461847e-02  -1.1552033e+00
   8.3759526e-02   4.8987223e-01
   4.1198260e-01  -1.0588024e+00
