2457.597459,14.225696,0.834062,1
2376.139077,14.372085,0.839586,1
2168.487051,14.769235,0.839151,1
2581.612303,14.011893,0.837343,1
2529.623577,14.100245,0.830325,1
2686.725134,13.838571,0.825851,1
2591.040311,13.996062,0.830772,1
2555.430585,14.056163,0.834070,1
2279.313734,14.552763,0.839496,1
2769.022131,13.707539,0.826253,1
2297.878540,14.517533,0.840103,1
2351.721902,14.416944,0.837678,1
2012.342155,15.093785,0.842968,1
2088.985733,14.931449,0.844683,1
1959.321001,15.209748,0.846845,1
2244.810121,14.619007,0.840408,1
2082.477852,14.945000,0.833675,1
2202.116321,14.702401,0.839471,1
1871.770468,15.408278,0.847727,1
2151.382378,14.803628,0.847405,1
1927.256927,15.281407,0.844743,1
1830.955794,15.504025,0.853757,1
1907.545440,15.326055,0.847709,1
2032.462047,15.050579,0.847271,1
2208.170714,14.690477,0.834736,1
2065.516304,14.980517,0.836208,1
1828.403841,15.510082,0.850132,1
2177.082022,14.752056,0.842454,1
2152.703114,14.800962,0.840983,1
2024.308431,15.068037,0.845869,1
2024.452557,15.067728,0.842845,1
2135.181151,14.836456,0.847437,1
2030.439264,15.054904,0.843578,1
2264.150914,14.581750,0.837706,1
1991.496281,15.139009,0.840268,1
2205.303941,14.696119,0.843474,1
2288.407360,14.535470,0.838349,1
2383.716550,14.358257,0.835400,1
2135.711760,14.835377,0.843573,1
2486.272492,14.175316,0.841719,1
2341.028941,14.436736,0.835598,1
2088.503685,14.932451,0.841450,1
1965.179220,15.196782,0.844973,1
2212.494554,14.681982,0.846044,1
2532.144630,14.095919,0.835204,1
2471.967967,14.200375,0.835545,1
2463.526998,14.215230,0.836407,1
2661.940301,13.878820,0.831683,1
2347.999047,14.423824,0.830339,1
2392.449653,14.342376,0.833894,1
2416.858229,14.298292,0.831171,1
2210.503007,14.685893,0.839713,1
2181.681613,14.742890,0.840462,1
2505.344641,14.142129,0.829478,1
2386.079791,14.353954,0.834903,1
2375.063673,14.374051,0.833096,1
2851.573134,13.579958,0.832236,1
2984.057005,13.382732,0.830789,1
2918.634620,13.479006,0.828113,1
2910.057809,13.491787,0.828792,1
2331.892459,14.453718,0.837136,1
2553.816072,14.058907,0.835211,1
2384.600027,14.356648,0.834459,1
2227.357219,14.652905,0.841892,1
2658.671847,13.884156,0.827695,1
2692.417746,13.829379,0.833661,1
2634.886706,13.923184,0.835425,1
2695.696694,13.824093,0.829184,1
2833.521879,13.607538,0.824746,1
2746.230083,13.743434,0.831278,1
2803.340443,13.654045,0.827993,1
2495.921167,14.158495,0.833676,1
2579.498284,14.015451,0.839051,2
2692.948606,13.828523,0.835756,2
2587.065465,14.002729,0.840991,2
2333.808294,14.450152,0.849229,2
2716.272871,13.791070,0.836574,2
2620.478773,13.946997,0.840084,2
2660.653768,13.880920,0.836855,2
2369.181017,14.384821,0.841796,2
2013.679500,15.090900,0.853916,2
2358.906026,14.403697,0.843658,2
1964.440614,15.198415,0.851878,2
2112.231519,14.883388,0.850047,2
3112.484380,13.199732,0.825637,2
3165.388281,13.126534,0.826686,2
3042.770183,13.298112,0.829549,2
3047.611223,13.291208,0.827766,2
3162.271215,13.130812,0.824085,2
2946.927720,13.437109,0.827151,2
3052.938874,13.283623,0.823341,2
3095.442556,13.223576,0.826280,2
3086.437620,13.236229,0.827755,2
3106.193474,13.208519,0.828276,2
