56,4,2,1,1,1,1,2,5,1,261,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
57,8,2,4,3,1,1,2,5,1,149,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
37,8,2,4,1,2,1,2,5,1,226,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
40,1,2,2,1,1,1,2,5,1,151,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
56,8,2,4,1,1,2,2,5,1,307,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
45,8,2,3,3,1,1,2,5,1,198,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
59,1,2,6,1,1,1,2,5,1,139,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
41,2,2,8,3,1,1,2,5,1,217,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
24,10,3,6,1,2,1,2,5,1,380,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
25,8,3,4,1,2,1,2,5,1,50,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
41,2,2,8,3,1,1,2,5,1,55,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
25,8,3,4,1,2,1,2,5,1,222,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
29,2,3,4,1,1,2,2,5,1,137,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
57,4,1,1,1,2,1,2,5,1,293,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
35,2,2,2,1,2,1,2,5,1,146,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
54,6,2,3,3,2,2,2,5,1,174,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
35,2,2,2,1,2,1,2,5,1,312,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
46,2,2,2,3,2,2,2,5,1,440,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
50,2,2,3,1,2,2,2,5,1,353,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
39,5,3,3,3,1,1,2,5,1,195,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
30,11,2,4,1,1,1,2,5,1,38,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
55,2,2,1,3,2,1,2,5,1,262,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
55,6,3,4,1,2,1,2,5,1,342,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
41,10,3,4,1,2,1,2,5,1,181,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
37,1,2,4,1,2,1,2,5,1,172,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
35,10,2,7,1,1,2,2,5,1,99,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
59,10,2,8,1,2,1,2,5,1,93,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
39,7,2,3,3,1,1,2,5,1,233,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
54,10,3,7,3,1,1,2,5,1,255,2,999,0,2,1.1,93.994,-36.4,4.857,5191,2
55,12,2,7,3,3,3,2,5,1,362,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
46,1,2,8,1,1,1,2,5,1,348,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
59,10,2,8,1,2,1,2,5,1,386,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
49,2,2,8,1,1,1,2,5,1,73,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
54,5,2,1,3,2,1,2,5,1,230,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
54,2,1,1,1,1,1,2,5,1,208,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
55,12,2,1,3,2,1,2,5,1,336,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
34,8,2,4,1,1,1,2,5,1,365,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
52,10,2,3,1,2,1,2,5,1,1666,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
41,1,2,7,1,2,1,2,5,1,577,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
56,10,2,1,1,2,1,2,5,1,137,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
58,5,4,7,1,2,1,2,5,1,366,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
32,3,2,4,1,2,1,2,5,1,314,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
38,1,3,6,1,1,1,2,5,1,160,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
57,1,2,7,1,1,2,2,5,1,212,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
44,1,2,7,3,2,1,2,5,1,188,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
42,10,3,6,3,1,1,2,5,1,22,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
57,1,2,7,1,2,2,2,5,1,616,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
40,2,2,3,1,1,2,2,5,1,178,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
35,1,2,7,1,2,1,2,5,1,355,1,999,0,2,1.1,93.994,-36.4,4.857,5191,2
45,2,2,3,1,2,1,2,5,1,225,2,999,0,2,1.1,93.994,-36.4,4.857,5191,2
