262,148,2
339,175,2
312,123,2
275,119,2
233,292,1
184,244,1
339,82,1
146,307,1
399,300,1
399,336,1
118,334,1
223,70,1
147,334,1
258,222,1
343,273,1
148,306,1
136,271,1
321,337,1
300,424,1
371,202,2
105,210,1
413,345,1
390,120,1
145,364,1
233,349,1
323,170,2
351,97,1
273,85,1
241,65,1
116,200,1
180,242,1
293,96,1
121,199,2
131,266,1
342,293,1
337,367,1
172,308,2
414,286,1
276,185,1
166,302,1
234,316,1
376,161,1
408,303,1
152,399,1
307,404,1
376,262,1
258,166,1
244,250,1
288,294,2
91,169,1
118,237,2
267,325,1
269,128,2
345,123,1
219,325,2
403,337,1
293,153,2
330,213,1
277,378,1
334,346,1
394,248,1
78,175,1
242,112,2
233,223,1
225,378,1
186,422,1
312,365,1
375,231,2
201,438,2
129,178,2
235,245,1
214,400,1
169,278,1
264,208,1
290,353,1
344,326,1
416,329,1
266,264,1
386,266,1
132,163,1
219,398,1
240,314,1
276,87,1
285,164,1
314,331,2
224,89,1
288,119,2
303,302,2
401,213,1
368,237,2
207,74,1
284,304,2
249,193,1
133,332,1
386,111,2
68,265,1
187,226,1
201,157,2
398,252,1
365,182,2
107,364,1
271,112,2
271,162,1
161,91,1
164,89,1
377,308,1
387,385,1
280,224,1
208,379,1
329,263,1
262,149,2
274,95,1
217,134,2
298,436,1
331,227,1
132,297,1
426,224,1
169,165,2
293,434,1
434,297,1
163,218,1
397,166,1
398,307,1
407,224,1
154,98,1
271,251,1
258,112,2
213,208,1
123,293,1
232,425,1
176,223,1
317,235,1
166,371,1
367,363,1
345,406,1
343,387,1
185,198,1
332,133,1
196,188,1
352,100,1
231,354,1
150,117,1
101,249,1
177,320,2
328,335,1
243,285,1
171,361,1
295,177,1
369,230,2
60,233,1
415,205,1
197,231,1
219,143,2
240,292,1
188,176,1
363,359,1
345,378,1
91,167,1
141,371,1
216,139,2
398,340,1
208,252,1
423,161,2
206,63,1
125,130,1
210,364,1
152,301,1
201,359,1
181,75,1
406,159,1
374,398,1
237,304,1
142,119,1
303,218,1
363,129,1
289,204,1
214,254,1
277,142,2
376,398,1
290,406,1
375,265,1
303,388,1
271,287,1
