0,0.016938
0.015747,0.097266
0.031495,0.20064
0.047242,0.28049
0.062989,0.37435
0.078737,0.42936
0.094484,0.50845
0.11023,0.58746
0.12598,0.66024
0.14173,0.72884
0.15747,0.73303
0.17322,0.82081
0.18897,0.79055
0.20472,0.84606
0.22046,0.85681
0.23621,0.90187
0.25196,0.9269
0.2677,0.91321
0.28345,0.98942
0.2992,0.92786
0.31495,0.99556
0.33069,1.0132
0.34644,0.93393
0.36219,0.92087
0.37794,0.97871
0.39368,0.92052
0.40943,0.87508
0.42518,0.91683
0.44093,0.83774
0.45667,0.83353
0.47242,0.82214
0.48817,0.78828
0.50391,0.85915
0.51966,0.85319
0.53541,0.82216
0.55116,0.769
0.5669,0.79471
0.58265,0.71816
0.5984,0.80503
0.61415,0.784
0.62989,0.7371
0.64564,0.74077
0.66139,0.78827
0.67714,0.72245
0.69288,0.81965
0.70863,0.73244
0.72438,0.77133
0.74012,0.80755
0.75587,0.79428
0.77162,0.79694
0.78737,0.79825
0.80311,0.88379
0.81886,0.88924
0.83461,0.90097
0.85036,0.90767
0.8661,0.88886
0.88185,0.85985
0.8976,0.9114
0.91335,0.84462
0.92909,0.89814
0.94484,0.85662
0.96059,0.84875
0.97633,0.85037
0.99208,0.90166
1.0078,0.88964
1.0236,0.88852
1.0393,0.87543
1.0551,0.89323
1.0708,0.87544
1.0866,0.88981
1.1023,0.87295
1.1181,0.77895
1.1338,0.8169
1.1496,0.84277
1.1653,0.84437
1.181,0.81357
1.1968,0.75855
1.2125,0.76272
1.2283,0.80734
1.244,0.76941
1.2598,0.75506
1.2755,0.75547
1.2913,0.77006
1.307,0.82306
1.3228,0.77131
1.3385,0.75577
1.3543,0.79163
1.37,0.83333
1.3858,0.83166
1.4015,0.85714
1.4173,0.79177
1.433,0.87424
1.4488,0.84022
1.4645,0.81884
1.4802,0.84426
1.496,0.82763
1.5117,0.91482
1.5275,0.90105
1.5432,0.87888
1.559,0.90256
1.5747,0.84816
1.5905,0.91746
1.6062,0.85384
1.622,0.85609
1.6377,0.87972
1.6535,0.83835
1.6692,0.81393
1.685,0.87486
1.7007,0.80587
1.7165,0.8166
1.7322,0.8569
1.748,0.77987
1.7637,0.82997
1.7794,0.80303
1.7952,0.81855
1.8109,0.81891
1.8267,0.80399
1.8424,0.81173
1.8582,0.74051
1.8739,0.81873
1.8897,0.78125
1.9054,0.76582
1.9212,0.79649
1.9369,0.78438
1.9527,0.81784
1.9684,0.76718
1.9842,0.78039
1.9999,0.84221
2.0157,0.78355
2.0314,0.83164
2.0472,0.8626
2.0629,0.88442
2.0786,0.81963
2.0944,0.83077
2.1101,0.9157
2.1259,0.85692
2.1416,0.89557
2.1574,0.91024
2.1731,0.88598
2.1889,0.91167
2.2046,0.92353
2.2204,0.86752
2.2361,0.91895
2.2519,0.88972
2.2676,0.90998
2.2834,0.84376
2.2991,0.82494
2.3149,0.83401
2.3306,0.81249
2.3464,0.81268
2.3621,0.80168
2.3778,0.82797
2.3936,0.83335
2.4093,0.80192
2.4251,0.8081
2.4408,0.74509
2.4566,0.72663
2.4723,0.7307
2.4881,0.7808
2.5038,0.75723
2.5196,0.75081
2.5353,0.80421
2.5511,0.78958
2.5668,0.72552
2.5826,0.77331
2.5983,0.76029
2.6141,0.81811
2.6298,0.7882
2.6456,0.78741
2.6613,0.81579
2.677,0.84024
2.6928,0.8782
2.7085,0.92948
2.7243,0.90982
2.74,0.88019
2.7558,0.92173
2.7715,0.98295
2.7873,1.0113
2.803,0.94885
2.8188,0.97205
2.8345,0.95787
2.8503,0.96846
2.866,0.96496
2.8818,0.98323
2.8975,0.91513
2.9133,0.93478
2.929,0.83551
2.9448,0.88778
2.9605,0.78775
2.9762,0.73397
2.992,0.69836
3.0077,0.61564
3.0235,0.63586
3.0392,0.49961
3.055,0.49775
3.0707,0.43582
3.0865,0.27753
3.1022,0.22625
3.118,0.19495
3.1337,0.06087
3.1495,-0.026136
3.1652,-0.10687
3.181,-0.16064
3.1967,-0.26419
3.2125,-0.27652
3.2282,-0.32908
3.244,-0.44506
3.2597,-0.5188
3.2754,-0.5936
3.2912,-0.64154
3.3069,-0.62578
3.3227,-0.72025
3.3384,-0.7623
3.3542,-0.7525
3.3699,-0.83395
3.3857,-0.82002
3.4014,-0.82384
3.4172,-0.84848
3.4329,-0.83377
3.4487,-0.88515
3.4644,-0.92758
3.4802,-0.83429
3.4959,-0.83193
3.5117,-0.84201
3.5274,-0.80424
3.5431,-0.78086
3.5589,-0.81381
3.5746,-0.7762
