325,303,1
444,169,2
169,115,2
334,156,2
495,286,2
388,555,2
262,309,1
120,378,2
290,380,1
74,364,2
355,338,1
459,394,2
289,297,1
142,452,2
261,168,2
338,399,1
78,330,2
217,457,2
269,86,2
341,92,2
410,505,2
411,107,2
152,149,2
211,110,2
315,350,1
191,466,2
106,262,2
317,514,2
282,508,2
104,421,2
458,126,2
413,190,2
440,190,2
562,342,2
542,362,2
412,533,2
455,198,2
262,67,2
105,216,2
399,352,1
335,138,2
158,166,2
393,137,2
346,156,2
121,326,2
524,274,2
516,239,2
244,558,2
132,444,2
120,369,2
169,430,2
528,289,2
569,266,2
341,153,2
386,329,1
380,531,2
167,190,2
70,345,2
353,163,2
298,505,2
435,181,2
305,88,2
375,145,2
467,107,2
313,488,2
332,142,2
277,235,1
393,275,1
243,261,1
575,312,2
389,337,1
212,507,2
164,226,2
354,328,1
142,471,2
414,119,2
387,336,1
267,152,2
68,403,2
481,181,2
97,181,2
226,171,2
77,209,2
286,87,2
217,498,2
99,289,2
207,521,2
146,439,2
345,486,2
525,474,2
191,195,2
189,524,2
274,259,1
286,231,1
463,137,2
489,291,2
410,559,2
475,361,2
289,247,1
536,271,2
494,417,2
112,247,2
435,148,2
222,85,2
394,111,2
139,220,2
280,297,1
255,247,1
375,85,2
85,389,2
313,278,1
485,345,2
78,219,2
306,227,1
451,98,2
237,340,1
202,515,2
498,199,2
511,401,2
488,449,2
327,329,1
434,447,2
305,338,1
305,526,2
500,290,2
194,420,2
370,384,1
504,269,2
485,383,2
122,404,2
336,278,1
200,460,2
494,250,2
179,164,2
298,568,2
392,552,2
151,305,2
357,308,1
567,360,2
326,387,1
286,404,1
237,165,2
391,97,2
296,307,1
95,275,2
497,346,2
330,103,2
515,159,2
339,105,2
161,244,2
264,501,2
438,441,2
121,431,2
109,183,2
282,340,1
369,60,2
246,84,2
304,385,1
360,354,1
190,457,2
346,500,2
443,501,2
332,526,2
552,326,2
544,207,2
168,518,2
289,117,2
254,83,2
501,440,2
255,259,1
577,330,2
547,233,2
336,118,2
197,146,2
288,479,2
322,63,2
498,165,2
98,407,2
227,499,2
335,551,2
283,512,2
178,394,2
307,481,2
528,432,2
327,151,2
106,463,2
126,413,2
70,254,2
230,300,1
431,80,2
166,150,2
163,378,2
467,242,2
86,243,2
412,80,2
488,225,2
347,362,1
513,322,2
563,405,2
91,424,2
73,219,2
262,80,2
357,93,2
449,170,2
516,174,2
170,130,2
306,232,1
330,519,2
208,85,2
385,537,2
223,69,2
258,169,2
552,372,2
260,103,2
371,385,1
172,459,2
318,73,2
262,497,2
204,176,2
147,253,2
296,161,1
480,460,2
389,166,2
456,511,2
301,273,1
494,289,2
109,376,2
286,324,1
440,428,2
274,160,2
260,341,1
364,249,1
435,167,2
153,454,2
126,368,2
331,71,2
354,367,1
422,489,2
98,355,2
88,200,2
319,114,2
259,538,2
464,475,2
428,452,2
104,209,2
455,185,2
88,430,2
342,503,2
293,346,1
102,398,2
312,405,1
478,109,2
425,102,2
409,184,2
197,122,2
134,212,2
116,471,2
139,401,2
535,410,2
158,504,2
449,530,2
479,193,2
106,405,2
518,439,2
428,188,2
328,337,1
92,303,2
287,491,2
280,482,2
449,479,2
125,408,2
386,555,2
147,423,2
106,249,2
385,69,2
423,523,2
163,435,2
260,324,1
451,424,2
250,127,2
185,176,2
386,153,2
525,398,2
325,276,1
521,360,2
346,151,2
167,441,2
182,506,2
263,309,1
399,318,1
248,500,2
537,431,2
313,275,1
435,144,2
163,230,2
429,163,2
366,491,2
489,213,2
301,315,1
122,270,2
354,564,2
335,302,1
245,159,2
496,359,2
186,162,2
433,83,2
262,542,2
432,503,2
334,529,2
65,315,2
271,332,1
273,532,2
158,441,2
335,358,1
264,481,2
400,171,2
332,372,1
235,307,1
373,98,2
416,475,2
118,335,2
95,265,2
385,326,1
573,282,2
377,127,2
517,278,2
496,357,2
465,272,1
224,96,2
259,359,1
518,388,2
294,226,1
338,377,1
478,409,2
371,530,2
471,221,2
399,561,2
456,219,2
127,207,2
138,394,2
174,503,2
503,379,2
332,359,1
412,186,2
250,142,2
275,118,2
284,102,2
499,206,2
146,408,2
513,460,2
530,230,2
261,488,2
287,281,1
291,496,2
536,458,2
276,494,2
569,316,2
159,266,2
388,278,1
306,58,2
537,286,2
71,398,2
534,330,2
305,498,2
365,86,2
248,486,2
400,292,1
72,353,2
195,123,2
143,486,2
241,514,2
241,520,2
458,422,2
182,535,2
163,467,2
230,544,2
410,485,2
106,189,2
370,76,2
428,79,2
332,253,1
483,303,2
423,144,2
274,517,2
341,126,2
255,520,2
133,336,2
178,195,2
255,249,1
266,504,2
296,147,2
456,140,2
312,474,2
365,360,1
294,144,2
427,150,2
361,336,1
265,115,2
506,290,2
512,409,2
