  -4.3359078e-01   7.6329456e-01
   4.2112921e-02   7.0639866e-01
   5.4996681e-02   8.3726632e-01
  -6.8990654e-02   6.4890359e-01
   2.0960690e-01   5.6749496e-01
   4.0780856e-02   7.1672334e-01
  -3.4205025e-01   4.9617035e-01
   1.0853249e-01   5.4006435e-01
  -4.3913420e-02   5.6107681e-01
   1.4941960e-01   6.3545080e-01
  -8.5709582e-02   7.9011746e-01
   1.1883265e-01   5.9142150e-01
  -1.3810319e-01   6.0720132e-01
  -3.7306945e-02   7.9126031e-01
  -3.9633068e-01   8.0008073e-01
   1.9291493e-01   5.9805865e-01
   4.2114765e-01   8.0338187e-01
  -1.0243978e-01   7.6554568e-01
  -1.9029303e-01   7.0706379e-01
  -3.1584327e-01   5.5177923e-01
  -2.4172778e-01   5.6671882e-01
  -5.4453157e-01   5.6270655e-01
  -3.0484636e-02   7.8419031e-01
  -5.4304570e-01   6.4478293e-01
   4.2092775e-01   7.4743154e-01
   2.5024541e-01   6.3993747e-01
  -3.2628682e-01   6.3018766e-01
   5.0487689e-01   6.1432792e-01
  -2.7573957e-01   5.8700667e-01
  -1.6438487e-01   7.7732878e-01
   2.1493072e-02   6.7111848e-01
  -2.6631568e-02   7.9929329e-01
  -2.6557988e-01   6.3765029e-01
  -1.2970818e-01   7.0934117e-01
   3.5640306e-02   6.9223867e-01
  -3.5439833e-02   5.6698104e-01
   2.8694167e-01   6.6245968e-01
  -3.0766549e-01   6.1626504e-01
   3.2694227e-01   7.7630299e-01
   2.7657478e-01   7.3456472e-01
   3.9425234e-01   6.1291995e-01
  -2.2672312e-01   6.9596296e-01
  -5.1916812e-01   7.4187319e-01
  -3.4873331e-01   5.9768621e-01
   3.0237088e-01   7.2321449e-01
  -5.0660651e-02   6.8711462e-01
   2.9091351e-01   7.0071522e-01
  -2.7684143e-01   6.6558887e-01
  -1.3984592e-01   6.6290271e-01
   8.2818264e-02   5.4212353e-01
   2.6952028e-01   8.1247369e-01
   6.5627838e-01   5.9410136e-01
  -2.2488320e-01   7.7079407e-01
  -6.3984816e-02   4.8748591e-01
   3.1849485e-01   6.1516061e-01
  -2.1127555e-01   4.9826005e-01
   4.4361191e-01   8.6962957e-01
  -1.3662782e-01   7.7222870e-01
  -4.3113735e-01   5.4252717e-01
   5.2675587e-01   5.9253519e-01
   1.8618467e-01   6.2861505e-01
   3.1923424e-01   7.9901556e-01
  -1.3588991e-01   6.9073939e-01
   1.1180603e-01   7.7506190e-01
  -4.4417926e-01   7.4123854e-01
  -1.2417198e-01   7.2870316e-01
  -4.9743823e-01   7.1413980e-01
  -4.2373262e-01   7.2358667e-01
   1.4779563e-01   6.9904976e-01
   1.9732818e-01   7.1101116e-01
