162,113,1
175,32,1
115,112,1
2,45,1
82,85,2
50,3,1
25,28,1
8,88,1
14,79,1
11,61,1
173,119,1
27,111,1
77,55,2
120,71,2
161,52,1
137,33,1
100,117,1
20,14,1
180,98,1
78,76,2
114,83,2
80,119,1
49,91,1
147,105,1
173,120,1
163,71,1
9,90,1
18,116,1
18,43,1
185,117,1
101,51,2
75,102,1
98,69,2
99,116,1
4,3,1
109,50,2
74,14,1
16,15,1
5,38,1
33,11,1
17,41,1
141,103,1
167,14,1
168,89,1
103,62,2
40,21,1
71,66,2
177,107,1
107,78,2
90,64,2
113,7,1
25,19,1
16,33,1
129,4,1
102,68,2
47,110,1
98,60,2
73,9,1
52,103,1
161,87,1
9,85,1
114,14,1
69,24,1
85,85,2
171,76,1
67,27,1
78,45,2
40,91,1
143,91,1
63,102,1
184,79,1
1,16,1
17,80,1
100,38,2
70,105,1
95,66,2
80,43,2
2,103,1
132,114,1
185,51,1
23,117,1
134,113,1
139,19,1
102,71,2
94,70,2
113,19,1
142,29,1
110,60,2
111,68,2
54,90,1
123,81,2
12,103,1
10,89,1
140,103,1
59,112,1
93,82,2
5,117,1
79,106,1
19,43,1
16,40,1
38,24,1
54,99,1
138,5,1
34,76,1
178,46,1
2,62,1
15,82,1
69,60,2
81,65,2
144,84,1
127,70,2
64,25,1
33,7,1
170,93,1
31,117,1
110,58,2
24,39,1
99,37,2
29,44,1
168,75,1
146,103,1
171,29,1
39,27,1
90,63,2
8,18,1
56,100,1
105,120,1
12,19,1
82,14,1
8,14,1
182,46,1
80,74,2
166,85,1
73,104,1
161,97,1
168,80,1
78,53,2
45,21,1
162,37,1
61,15,1
29,82,1
3,59,1
143,93,1
149,96,1
170,80,1
181,115,1
156,24,1
160,24,1
125,58,2
169,74,1
34,77,1
76,59,2
184,6,1
105,90,2
26,114,1
83,3,1
93,78,2
53,101,1
152,87,1
113,45,2
72,15,1
170,57,1
55,98,1
20,28,1
75,88,2
48,14,1
171,71,1
152,89,1
16,47,1
12,13,1
77,9,1
43,85,1
156,33,1
61,18,1
