1	0
-1	0
0.971354	0.209317
-0.971354	-0.209317
0.906112	0.406602
-0.906112	-0.406602
0.807485	0.584507
-0.807485	-0.584507
0.679909	0.736572
-0.679909	-0.736572
0.528858	0.857455
-0.528858	-0.857455
0.360603	0.943128
-0.360603	-0.943128
0.181957	0.991002
-0.181957	-0.991002
-3.08E-06	1
3.08E-06	-1
-0.178211	0.970568
0.178211	-0.970568
-0.345891	0.90463
0.345891	-0.90463
-0.496812	0.805483
0.496812	-0.805483
-0.625522	0.67764
0.625522	-0.67764
-0.727538	0.52663
0.727538	-0.52663
-0.799514	0.35876
0.799514	-0.35876
-0.839328	0.180858
0.839328	-0.180858
-0.846154	-6.67E-06
0.846154	6.67E-06
-0.820463	-0.176808
0.820463	0.176808
-0.763975	-0.342827
0.763975	0.342827
-0.679563	-0.491918
0.679563	0.491918
-0.57112	-0.618723
0.57112	0.618723
-0.443382	-0.71888
0.443382	0.71888
-0.301723	-0.78915
0.301723	0.78915
-0.151937	-0.82754
0.151937	0.82754
9.23E-06	-0.833333
-9.23E-06	0.833333
0.148202	-0.807103
-0.148202	0.807103
0.287022	-0.750648
-0.287022	0.750648
0.411343	-0.666902
-0.411343	0.666902
0.516738	-0.559785
-0.516738	0.559785
0.599623	-0.43403
-0.599623	0.43403
0.65738	-0.294975
-0.65738	0.294975
0.688438	-0.14834
-0.688438	0.14834
0.692308	1.17E-05
-0.692308	-1.17E-05
0.669572	0.144297
-0.669572	-0.144297
0.621838	0.27905
-0.621838	-0.27905
0.551642	0.399325
-0.551642	-0.399325
0.462331	0.500875
-0.462331	-0.500875
0.357906	0.580303
-0.357906	-0.580303
0.242846	0.635172
-0.242846	-0.635172
0.12192	0.664075
-0.12192	-0.664075
-1.08E-05	0.666667
1.08E-05	-0.666667
-0.118191	0.643638
0.118191	-0.643638
-0.228149	0.596667
0.228149	-0.596667
-0.325872	0.528323
0.325872	-0.528323
-0.407954	0.441933
0.407954	-0.441933
-0.471706	0.341433
0.471706	-0.341433
-0.515245	0.231193
0.515245	-0.231193
-0.537548	0.115822
0.537548	-0.115822
-0.538462	-1.33E-05
0.538462	1.33E-05
-0.518682	-0.111783
0.518682	0.111783
-0.479702	-0.215272
0.479702	0.215272
-0.423723	-0.306732
0.423723	0.306732
-0.353545	-0.383025
0.353545	0.383025
-0.272434	-0.441725
0.272434	0.441725
-0.183971	-0.481192
0.183971	0.481192
-0.0919062	-0.500612
0.0919062	0.500612
1.23E-05	-0.5
-1.23E-05	0.5
0.0881769	-0.480173
-0.0881769	0.480173
0.169275	-0.442687
-0.169275	0.442687
0.2404	-0.389745
-0.2404	0.389745
0.299169	-0.324082
-0.299169	0.324082
0.343788	-0.248838
-0.343788	0.248838
0.373109	-0.167412
-0.373109	0.167412
0.386658	-0.0833083
-0.386658	0.0833083
0.384615	1.17E-05
-0.384615	-1.17E-05
0.367792	0.0792667
-0.367792	-0.0792667
0.337568	0.15149
-0.337568	-0.15149
0.295805	0.214137
-0.295805	-0.214137
0.24476	0.265173
-0.24476	-0.265173
0.186962	0.303147
-0.186962	-0.303147
0.125098	0.327212
-0.125098	-0.327212
0.0618938	0.337147
-0.0618938	-0.337147
-1.08E-05	0.333333
1.08E-05	-0.333333
-0.0581615	0.31671
0.0581615	-0.31671
-0.110398	0.288708
0.110398	-0.288708
-0.154926	0.251167
0.154926	-0.251167
-0.190382	0.206232
0.190382	-0.206232
-0.215868	0.156247
0.215868	-0.156247
-0.230974	0.103635
0.230974	-0.103635
-0.235768	0.050795
0.235768	-0.050795
-0.230769	-1.00E-05
0.230769	1.00E-05
-0.216903	-0.0467483
0.216903	0.0467483
-0.195432	-0.0877067
0.195432	0.0877067
-0.167889	-0.121538
0.167889	0.121538
-0.135977	-0.14732
0.135977	0.14732
-0.101492	-0.164567
0.101492	0.164567
-0.0662277	-0.17323
0.0662277	0.17323
-0.0318831	-0.173682
0.0318831	0.173682
6.15E-06	-0.166667
-6.15E-06	0.166667
0.0281431	-0.153247
-0.0281431	0.153247
0.05152	-0.13473
-0.05152	0.13473
0.0694508	-0.112592
-0.0694508	0.112592
0.0815923	-0.088385
-0.0815923	0.088385
0.0879462	-0.063655
-0.0879462	0.063655
0.0888369	-0.0398583
-0.0888369	0.0398583
0.0848769	-0.018285
-0.0848769	0.018285
0.0769231	3.33E-06
-0.0769231	-3.33E-06
