28385.000000,76.000000,36.000000,36.000000,15.000000,56.000000,56.000000,8.000000,60.000000,28.000000,87.000000,57.000000,21823.000000,1250.000000,398.000000,629.000000,196.000000,552.000000,810.000000,208.000000,896.000000,321.000000,1142.000000,675.000000,23153.000000,879.000000,331.000000,525.000000,146.000000,566.000000,622.000000,143.000000,618.000000,272.000000,1048.000000,597.000000,4207.000000,3823.000000,1624.000000,2622.000000,747.000000,2462.000000,3041.000000,641.000000,2695.000000,1081.000000,3457.000000,2500.000000,1
28399.000000,88.000000,25.000000,36.000000,9.000000,48.000000,43.000000,12.000000,78.000000,26.000000,91.000000,45.000000,21852.000000,1230.000000,414.000000,617.000000,222.000000,479.000000,809.000000,217.000000,906.000000,330.000000,1137.000000,687.000000,23247.000000,1020.000000,306.000000,462.000000,182.000000,504.000000,505.000000,147.000000,563.000000,243.000000,1137.000000,584.000000,4254.000000,4129.000000,1602.000000,2490.000000,762.000000,2320.000000,2833.000000,695.000000,2539.000000,1091.000000,3699.000000,2486.000000,1
28424.000000,78.000000,24.000000,34.000000,8.000000,34.000000,47.000000,12.000000,69.000000,19.000000,103.000000,48.000000,21873.000000,1425.000000,357.000000,537.000000,209.000000,430.000000,753.000000,204.000000,820.000000,323.000000,1291.000000,678.000000,23322.000000,1037.000000,298.000000,428.000000,157.000000,492.000000,513.000000,139.000000,517.000000,237.000000,1176.000000,584.000000,4253.000000,4690.000000,1478.000000,2192.000000,776.000000,2246.000000,2737.000000,616.000000,2304.000000,1088.000000,4041.000000,2479.000000,1
28451.000000,90.000000,19.000000,24.000000,7.000000,31.000000,51.000000,11.000000,45.000000,19.000000,107.000000,45.000000,21848.000000,1505.000000,367.000000,530.000000,164.000000,478.000000,774.000000,167.000000,749.000000,313.000000,1334.000000,671.000000,23378.000000,1069.000000,281.000000,408.000000,140.000000,481.000000,569.000000,120.000000,425.000000,220.000000,1236.000000,573.000000,4242.000000,4754.000000,1490.000000,2033.000000,728.000000,2290.000000,2867.000000,569.000000,2079.000000,1018.000000,4381.000000,2449.000000,1
28473.000000,80.000000,22.000000,32.000000,8.000000,37.000000,31.000000,6.000000,64.000000,25.000000,77.000000,45.000000,21849.000000,1416.000000,360.000000,493.000000,180.000000,607.000000,866.000000,156.000000,716.000000,298.000000,1275.000000,684.000000,23458.000000,991.000000,299.000000,381.000000,131.000000,581.000000,552.000000,91.000000,415.000000,201.000000,1206.000000,594.000000,4292.000000,4547.000000,1422.000000,2081.000000,684.000000,2677.000000,3097.000000,487.000000,2107.000000,937.000000,4139.000000,2430.000000,1
28499.000000,43.000000,23.000000,27.000000,7.000000,49.000000,52.000000,11.000000,54.000000,17.000000,83.000000,35.000000,21798.000000,1309.000000,366.000000,546.000000,194.000000,655.000000,933.000000,159.000000,742.000000,291.000000,1235.000000,672.000000,23570.000000,778.000000,275.000000,340.000000,133.000000,677.000000,639.000000,97.000000,438.000000,203.000000,1164.000000,586.000000,4193.000000,4094.000000,1393.000000,2142.000000,657.000000,3132.000000,3549.000000,565.000000,2261.000000,899.000000,3603.000000,2412.000000,1
28514.000000,68.000000,17.000000,31.000000,7.000000,43.000000,49.000000,6.000000,37.000000,22.000000,69.000000,37.000000,21867.000000,1138.000000,397.000000,612.000000,203.000000,665.000000,973.000000,197.000000,820.000000,295.000000,1041.000000,692.000000,23620.000000,734.000000,279.000000,404.000000,131.000000,596.000000,656.000000,109.000000,506.000000,202.000000,1060.000000,603.000000,4259.000000,3728.000000,1449.000000,2378.000000,726.000000,3134.000000,3534.000000,609.000000,2450.000000,951.000000,3262.000000,2420.000000,1
28517.000000,43.000000,22.000000,37.000000,5.000000,31.000000,42.000000,10.000000,54.000000,12.000000,88.000000,39.000000,21854.000000,1151.000000,391.000000,709.000000,211.000000,586.000000,883.000000,222.000000,892.000000,306.000000,1001.000000,694.000000,23690.000000,690.000000,289.000000,464.000000,139.000000,533.000000,628.000000,111.000000,557.000000,213.000000,1003.000000,583.000000,4186.000000,3588.000000,1598.000000,2590.000000,763.000000,2864.000000,3416.000000,644.000000,2740.000000,1017.000000,3008.000000,2486.000000,1
28528.000000,55.000000,16.000000,34.000000,5.000000,32.000000,36.000000,6.000000,52.000000,15.000000,90.000000,31.000000,21868.000000,1289.000000,372.000000,655.000000,215.000000,471.000000,848.000000,201.000000,926.000000,319.000000,1084.000000,652.000000,23818.000000,758.000000,298.000000,418.000000,145.000000,466.000000,533.000000,125.000000,491.000000,214.000000,1085.000000,549.000000,4268.000000,3850.000000,1638.000000,2562.000000,791.000000,2423.000000,3085.000000,698.000000,2707.000000,1129.000000,3262.000000,2487.000000,1
28565.000000,66.000000,15.000000,25.000000,7.000000,21.000000,30.000000,6.000000,34.000000,20.000000,78.000000,33.000000,21915.000000,1256.000000,356.000000,589.000000,221.000000,452.000000,764.000000,228.000000,919.000000,348.000000,1204.000000,648.000000,23987.000000,832.000000,256.000000,345.000000,125.000000,402.000000,459.000000,103.000000,459.000000,227.000000,1177.000000,528.000000,4438.000000,4215.000000,1645.000000,2337.000000,763.000000,2261.000000,2784.000000,686.000000,2651.000000,1055.000000,3592.000000,2473.000000,1
