45,117,2
189,46,1
49,5,1
179,101,1
57,40,1
116,104,2
22,35,2
98,12,2
8,37,2
61,117,1
74,155,2
28,72,1
4,185,1
174,118,1
77,112,1
56,141,1
79,180,2
127,96,1
169,64,2
110,118,2
46,14,2
118,192,1
38,58,1
181,181,2
23,1,2
129,88,1
149,49,2
18,72,1
77,161,2
42,42,2
143,130,2
135,79,1
184,150,2
153,135,1
109,95,1
89,32,1
184,102,1
14,93,1
103,192,1
70,182,2
60,155,2
139,22,2
184,169,2
88,152,2
190,167,2
20,4,2
161,167,2
88,9,1
89,170,2
171,44,1
51,3,1
114,172,1
157,105,1
153,145,1
127,15,2
68,150,2
127,11,2
41,102,2
95,70,2
57,48,1
7,162,1
20,64,1
9,97,2
113,191,1
33,17,2
157,64,2
61,82,2
161,26,1
18,144,2
99,187,1
125,100,2
19,23,2
72,91,2
25,176,1
176,184,2
100,182,1
45,155,1
170,185,2
108,12,2
93,184,2
27,103,2
10,117,2
107,93,1
120,143,2
11,49,1
149,36,1
34,87,1
61,32,1
41,73,1
82,126,1
12,59,1
45,8,2
71,3,1
45,73,1
56,80,2
96,81,2
143,43,2
75,81,2
177,156,2
152,191,2
73,163,2
182,80,2
101,158,1
140,120,2
154,147,2
28,107,2
102,142,2
83,179,2
109,148,1
100,131,2
18,95,1
11,41,2
2,26,2
50,104,1
99,90,1
185,140,1
56,43,1
12,1,2
179,171,2
49,157,2
65,84,2
162,149,2
168,24,1
173,106,1
168,114,1
17,111,2
99,137,2
122,26,2
36,134,2
18,76,1
181,80,2
94,159,2
82,34,1
170,153,2
86,137,1
82,111,1
35,128,2
46,74,1
51,49,2
95,91,2
84,149,2
156,112,1
53,172,2
66,39,1
44,120,2
157,55,2
25,124,2
185,5,1
91,10,1
29,75,1
21,53,1
41,128,2
43,1,2
9,2,2
44,155,1
134,90,1
78,84,2
119,118,2
74,188,2
107,147,1
94,185,2
75,155,2
190,181,2
105,126,2
36,46,2
80,129,1
112,58,1
51,95,2
28,95,1
103,70,1
52,124,1
148,61,2
142,116,2
141,184,1
44,54,1
5,125,2
179,89,2
132,4,2
146,2,1
14,182,1
172,69,2
22,149,1
163,82,2
166,117,1
135,6,2
166,109,1
111,1,2
11,160,1
67,187,2
39,41,2
89,92,2
108,149,1
131,68,1
98,174,1
104,155,1
3,26,2
168,25,1
9,13,2
60,87,2
27,26,2
156,115,1
120,80,1
168,26,1
106,174,1
6,137,2
162,177,2
3,148,1
174,115,1
139,148,1
24,83,1
184,160,2
121,46,2
162,29,1
89,62,2
71,125,1
158,104,1
32,92,1
51,66,2
122,2,2
160,109,1
10,180,1
2,40,2
32,160,1
24,81,1
176,185,2
60,182,2
4,86,1
139,93,1
152,117,1
23,99,2
148,190,2
105,169,1
133,148,1
4,101,2
81,8,1
51,111,1
27,189,1
2,138,2
4,98,2
5,71,1
82,92,2
70,60,2
28,151,1
133,63,1
55,28,1
115,70,1
57,71,2
92,42,1
95,37,1
19,2,2
37,131,2
51,84,2
168,121,1
170,17,1
71,157,2
29,135,2
131,45,2
103,78,1
4,119,2
17,2,2
52,24,1
80,110,1
39,169,1
33,92,1
73,94,2
92,177,2
89,42,1
125,82,1
33,2,2
169,69,2
121,177,1
62,8,1
125,95,1
102,168,1
170,72,2
129,44,2
185,60,2
45,46,2
